#zero_crossing_rate,spectral_centroid,spectral_contrast,spectral_bandwidth,spectral_flatness,spectral_rolloff,tempo,mfcc[0],mfcc[1],mfcc[2],mfcc[3],mfcc[4],mfcc[5],mfcc[6],mfcc[7],mfcc[8],mfcc[9],mfcc[10],mfcc[11],mfcc[12],mfcc[13],mfcc[14],mfcc[15],mfcc[16],mfcc[17],mfcc[18],mfcc[19],label
0.063986008,1171.619838,24.55457683,1321.763632,4.91E-05,2420.197865,0.240131274,-167.132782,170.7175751,-45.41428375,52.94655991,-14.68346214,21.86798477,-1.480189204,6.003884315,4.626280308,-0.434100509,7.898990631,-9.716635704,9.401132584,-1.592003584,-2.525386333,-3.520950079,-1.141098261,-1.02392602,-2.180160761,2.432715416,1
0.066741471,1216.016239,24.27522267,1368.503987,6.49E-05,2554.309554,0.246019209,-169.7690125,166.3000946,-45.55929565,55.08951569,-13.61429691,23.36222076,-0.507916987,7.066943645,4.489173412,-1.455853701,7.723853588,-10.57445049,7.950701714,-1.33437562,-1.604489207,-4.439576149,-0.859017551,-0.316742927,-2.248991013,2.82336092,1
0.066353151,1227.112585,24.33399214,1391.545821,6.94E-05,2556.097044,0.243301271,-155.6133728,167.114502,-46.17427444,54.6859169,-15.83945942,27.02093506,-2.649418592,7.736711979,3.115187645,-1.825276613,6.593122482,-9.690695763,8.161155701,-3.375934124,1.393998504,-4.734704971,0.056800108,-0.029860552,-2.162456751,2.178565741,1
0.066522085,1259.374316,26.21400292,1240.984668,2.64E-05,2400.464651,0.250053891,-189.101532,153.6510773,-56.37358475,36.09646606,-23.64762115,10.09818268,-5.531674385,-1.542699099,0.396101147,-6.802651405,-0.74671185,-15.63053131,-0.040206105,-7.769971371,-6.397622585,-3.290133476,-2.528096914,0.3711752,-2.215656757,-2.773859739,1
0.065065933,1158.927592,24.5700638,1275.936115,4.59E-05,2332.015065,0.239445633,-161.1895142,173.4429626,-51.29822159,48.70738983,-13.47620583,23.12223053,2.102792025,8.045772552,7.465684414,0.583240211,7.008635044,-7.80519104,8.291802406,-2.7872715,-0.861255348,-1.540557623,0.640121698,1.112727404,-1.616973042,1.729415059,1
0.066430248,1220.111233,24.69052364,1330.533686,5.11E-05,2481.70166,0.237267278,-149.149231,167.5089722,-50.84363937,51.8036232,-15.04037189,23.43426704,-1.033020973,7.466727257,5.412294388,1.708043098,8.476263046,-6.903592587,8.24773407,-3.191815138,-0.296151549,-3.808372021,0.464836568,0.279055566,0.153323755,2.841149092,1
0.057946362,1145.888739,23.7033088,1354.882041,6.58E-05,2414.939564,0.204136409,-174.0855865,170.4045563,-41.27894211,56.01962662,-13.10297775,25.71628952,-2.872753143,8.116537094,5.134235859,1.904511333,11.23015022,-6.514648438,8.146386147,0.531961918,1.908807039,-5.108495235,2.14316988,0.501208067,0.004912858,3.729958534,1
0.059581272,1152.376064,24.25901131,1329.851142,5.32E-05,2364.914866,0.231102857,-158.1798859,167.1869202,-42.52633667,49.92524719,-11.83674049,23.9597702,-1.634987473,8.989415169,6.541755676,3.281110525,9.333045959,-5.353130341,7.071109295,-2.940038919,1.71350491,-2.940502405,2.062604189,0.603915453,1.483443737,3.616755962,1
0.05100177,1082.334789,23.36779321,1324.351617,6.43E-05,2251.478052,0.207954473,-195.6558075,174.8892212,-41.63420868,52.80648804,-11.00277042,28.26282883,-5.680401325,9.492004395,7.324813843,2.421776056,10.88064575,-5.60052681,6.759795189,-3.676277876,3.339679003,-1.460304856,3.681731224,2.033420324,1.831850767,3.636101246,1
0.04840069,1045.053062,23.60128594,1294.70286,5.88E-05,2175.320179,0.202964396,-191.9729767,171.6257477,-34.87973404,47.38752747,-6.945019245,23.38652039,-1.95761323,8.157082558,6.269929409,2.778429508,8.134756088,-4.10414505,6.361076355,-2.709919453,4.406055927,0.309140742,3.250691652,1.315480947,1.028283119,1.29426527,1
0.050705854,1082.387781,23.31763675,1329.398375,6.47E-05,2242.811438,0.211195255,-184.9769745,175.0364075,-41.01204681,52.47753143,-11.85240364,27.07654953,-5.655628681,12.30649853,6.945803165,3.523252249,9.071899414,-5.788945675,5.95913887,-3.767105818,4.015047073,-2.503054857,4.77863884,-1.033974767,0.11074122,1.289874434,1
0.047714375,1041.820839,23.47388542,1295.441722,6.02E-05,2141.378718,0.210001169,-191.2834625,173.1504974,-37.51981735,47.45734406,-8.63778019,25.57029343,-2.634363174,11.39919853,8.980155945,4.439570427,10.1336031,-3.394026995,4.930095196,-3.543373108,2.076794863,-3.398629904,2.294682741,-1.481243372,0.641982913,1.964454532,1
0.050110997,1102.950843,23.44156923,1362.943542,6.57E-05,2317.377654,0.221176473,-182.4946442,172.1503906,-41.07947159,54.26368332,-12.73187447,27.43284416,-7.100178719,11.19816303,5.058760166,4.181851387,9.133324623,-4.724966049,6.93858242,-2.31105876,6.234685421,-2.43418026,6.562959671,-0.576081753,1.740993619,3.710235357,1
0.045356113,967.3249647,23.34997884,1231.701848,4.97E-05,1966.004779,0.223263332,-224.8985596,173.963913,-31.7923069,45.58825684,-5.613037109,27.15568542,-0.220965967,10.06076908,11.01392651,2.428219557,8.641503334,-2.594382048,7.331669807,-1.946077228,0.927824318,-2.600917578,0.079663537,-1.308193922,-1.633055091,0.738241494,1
0.033181961,793.5332411,23.69771052,1095.53651,1.88E-05,1606.42362,0.256909691,-266.3895264,180.3102875,-21.49559402,45.07336426,3.562831879,31.03846359,2.58101368,-8.405282974,15.98544216,2.924746752,4.81299448,-6.846491337,7.928968906,-0.802326679,-9.682666779,-3.046867371,-5.041731834,0.861605167,-9.089019775,-5.040471554,1
0.031780231,770.6901207,23.09741969,1078.507354,1.99E-05,1543.011503,0.270807306,-255.470871,186.1087952,-20.23668098,45.59454346,2.104673624,28.75476456,1.897075415,-7.818923473,14.34009361,1.568408489,3.784403801,-7.570432663,7.416795731,-0.922186792,-9.874578476,-3.627643108,-5.264197826,-1.824692249,-9.871173859,-5.050704956,1
0.033571981,799.1383618,23.04534143,1095.500928,2.10E-05,1595.898683,0.266940497,-242.9187775,184.8661194,-22.20252991,48.58854294,0.99756372,25.23980141,2.069874048,-9.354196548,13.37782383,0.874897957,4.531284809,-5.085018158,5.400216103,-1.359631062,-8.68740654,-4.058024406,-3.809077501,-0.941942692,-10.60584831,-4.937837601,1
0.037162474,830.5380166,23.10653496,1089.740514,2.07E-05,1677.310691,0.272145938,-227.5020142,186.0865936,-26.52186584,46.2961731,1.463256121,24.10137367,1.946506023,-11.87907219,12.93121433,0.53979224,1.945829511,-5.89025259,4.592095375,-2.769847155,-9.280763626,-3.023583412,-4.416334629,-0.532530129,-8.789393425,-4.467854977,1
0.041698916,866.6405705,24.14344765,1156.037967,2.16E-05,1733.514518,0.275050976,-251.5104523,172.0761261,-23.06241226,40.64134979,0.363395542,24.97169685,5.949891567,7.059500694,10.43806362,-2.211006165,6.424257278,-7.95387125,4.155209064,-2.302205563,-6.167900562,-3.480733395,-5.481351376,-2.092361927,-6.988997936,-1.397752523,1
0.039382982,867.3155144,23.53733325,1131.17467,2.95E-05,1730.077038,0.258080305,-251.7442932,178.1266632,-23.69308662,41.17411804,0.839814484,26.3140564,2.439017057,-2.91517663,13.43555164,0.406545162,4.151933193,-8.637685776,4.795197964,-1.59597218,-8.586386681,-3.564672232,-4.376754284,-1.443484902,-8.394412994,-2.196423531,1
0.039632791,869.3864073,22.87769087,1113.505836,2.63E-05,1732.143693,0.26755855,-222.7157745,187.466568,-30.82158852,48.83714294,-1.228325009,23.64988899,1.365549445,-11.17141914,11.16016102,-1.154992461,3.7719841,-5.297333717,4.824819088,-1.734514117,-8.028792381,-4.409399986,-4.530047417,-1.031221509,-9.104990005,-2.828657627,1
0.037966324,828.527373,22.99599048,1088.255531,2.80E-05,1624.290178,0.233339646,-267.6044312,185.896698,-24.42080116,41.89891052,0.423470229,19.34355736,-0.079548649,-2.284723997,6.827975273,-5.010612488,4.34966898,-3.652318478,4.167323112,-2.500392199,-3.344072104,-3.095006704,-6.19829607,-1.351169229,-5.787020206,-0.035502054,1
0.043690023,933.2982163,23.31671163,1175.294999,4.87E-05,1861.61791,0.224422243,-234.174942,175.5067749,-24.76011658,41.42042542,-3.019959688,14.68366528,-4.038230896,3.87288332,1.835302234,-8.330778122,5.579023838,-3.665549278,4.344553471,0.038261957,3.302043438,-2.793370962,-5.766614914,-0.503970385,-4.154811382,0.05315366,1
0.044902979,973.6065307,23.39039357,1238.914893,5.53E-05,2001.929561,0.229817227,-219.8223877,178.2420654,-33.95856094,50.31188202,-8.116296768,21.997509,-1.154162049,9.764155388,7.155090332,-4.05664587,10.52760029,-2.987980127,6.930638313,0.562720358,4.081602573,-3.651687384,-4.410563946,-0.263131529,-2.974076033,1.351722121,1
0.059080142,1107.385619,24.91767104,1304.462811,5.69E-05,2285.198682,0.23752317,-210.9133606,162.0407257,-37.05132675,47.97798538,-8.19569397,22.58851433,1.760718584,14.0856142,8.327875137,-2.058104992,11.68489838,-2.811478376,6.763271809,0.675689697,2.619056463,-5.833096027,-2.865357161,-0.269103259,0.136255741,6.331600666,1
0.052828101,1111.543721,24.02577683,1356.062937,7.43E-05,2306.41522,0.222943602,-209.9845734,165.6437836,-36.05519485,49.69028473,-11.61901665,24.96418953,-4.222152233,13.13243198,6.710612297,-0.170682266,8.335801125,-2.967097759,8.063790321,-0.524811447,6.716032028,-5.518417358,-0.949535728,-1.163078785,-1.19254446,1.420651674,1
0.052595487,1127.804125,23.839241,1379.7704,7.70E-05,2370.898164,0.224784043,-193.3974152,168.1281891,-39.6874733,53.00471115,-13.71465588,27.13078117,-5.359200954,14.51244736,6.548177242,1.078567505,8.957343102,-3.335728884,8.710585594,-1.373985291,5.781707287,-7.580889225,0.308273256,-2.37534833,-1.578912854,1.831849813,1
0.061331451,1184.939847,24.47196422,1381.249051,6.93E-05,2454.426825,0.237507213,-170.5261536,165.0581665,-40.30157852,51.30248642,-16.24761009,23.8872261,-4.672418118,14.62849998,6.47518158,1.082406282,6.339795113,-6.553447723,6.799446583,-2.067345858,5.025876522,-7.619871616,0.177690625,-2.669514418,-0.113251723,3.994272232,1
0.041820042,976.5910591,22.73347344,1261.91685,6.44E-05,1962.658965,0.129875881,-258.4967957,154.0525055,-17.93289948,46.65625763,3.335324764,20.21024895,-2.894612789,3.650595427,3.132175207,-3.533447266,1.722333074,-6.656880379,1.328888297,-1.332751036,-0.93938303,-7.174153805,-4.403653145,-6.24077177,-2.502249718,-0.869395137,1
0.054967733,1186.117096,23.99617202,1451.991036,8.77E-05,2506.205679,0.183977601,-204.977005,151.0474243,-25.1497097,48.81693649,-3.112779379,27.64676285,-9.165387154,6.32090807,2.941448689,-2.25131321,6.264907837,-4.360798359,4.965762138,-3.348656654,2.53803587,-7.138254642,-2.824561596,-5.02740097,-1.981112719,0.954298079,1
0.06604344,1230.875141,24.36921666,1411.022027,7.93E-05,2457.585139,0.229050205,-170.3491058,163.8053589,-39.95123291,49.07266235,-10.13903904,27.80884743,-14.2978487,11.68344116,1.855111957,-0.506366074,4.01333046,-6.18475771,8.448092461,-7.15897131,1.622699142,-10.95317364,-1.425188303,-5.993744373,-3.371359348,1.652449608,1
0.057570325,1149.119578,23.92879316,1367.537348,6.79E-05,2338.869191,0.239389117,-176.1476593,171.1937408,-39.98256302,51.24320221,-14.21589565,26.22929573,-12.14742756,11.29433155,3.854617596,0.119217485,6.684686661,-6.771805763,7.667247772,-7.016894817,0.80051595,-10.23353481,-3.437449455,-5.631333828,-2.597236395,1.914952517,1
0.060882852,1203.216457,23.91275109,1417.02978,8.43E-05,2459.076797,0.211805586,-180.5139618,160.2423401,-34.57333755,47.29532623,-7.279804707,26.97907448,-10.26353359,9.772814751,3.462711573,1.138473392,5.268939495,-6.077613354,6.786799431,-4.392601013,0.683314919,-8.591468811,2.023283243,-3.037399292,-1.777187705,-0.450854242,1
0.056735107,1128.351682,23.79779211,1353.19739,7.24E-05,2303.765236,0.21566297,-195.0236359,169.9877167,-36.6980896,48.3400383,-10.29623604,25.16162491,-9.263315201,10.86972427,4.033699512,-0.468551576,6.554043293,-6.256257534,7.656945229,-3.6662848,2.550882339,-7.22212553,-1.585103989,-3.793847322,-2.099063396,-0.560234129,1
0.051479847,1101.617493,23.50588226,1371.229673,7.03E-05,2291.686142,0.205668152,-179.6640167,167.0401764,-31.86783409,47.53791809,-5.952531815,26.90917969,-6.498302937,11.70906448,4.21035862,1.656815767,6.160815716,-5.134626389,6.718114853,-3.740249395,2.637203693,-7.135575771,2.341105938,-2.060301542,-2.289494038,-0.660821855,1
0.056010243,1088.602654,24.56292643,1295.570949,5.08E-05,2241.157281,0.226729698,-200.1768799,169.693512,-38.2622261,50.82477951,-7.671565056,22.57184601,-3.51336503,10.89746857,3.827203512,1.00777638,5.792743683,-5.476923943,9.143837929,-2.749922752,1.085570931,-6.594098568,0.610697925,-0.564587593,-1.616366267,1.88453126,1
0.065348811,1043.83666,26.44147953,1099.033582,1.67E-05,2094.129004,0.274272637,-273.0493164,166.224411,-36.86506271,43.68453979,-0.052981634,2.355905533,9.48651123,1.593455434,-0.481786668,-4.792140961,-2.185328484,-11.3004303,4.7536273,-0.039790574,-8.382730484,-4.190011978,-3.709363699,2.91532588,-1.130088449,2.95559001,1
0.066474844,1046.987385,25.99437471,1110.91762,1.97E-05,2055.404238,0.278779159,-260.4155273,176.1162415,-41.92370987,43.61008072,-4.781132698,6.821328163,6.576385021,2.715363741,0.38532874,-9.004387856,-1.514818907,-11.82133579,5.210825443,-0.218589291,-6.189937115,0.173176035,-0.920970976,3.839123011,-1.683781624,-0.290300637,1
0.067554958,1070.737318,26.17244838,1150.891153,2.07E-05,2128.703795,0.279115139,-237.4669647,172.6784515,-40.50792694,45.66759872,-7.788664341,9.849801064,6.215175152,3.894859552,1.555545807,-7.351338863,-0.854607165,-13.68151665,3.033989668,-1.909858823,-5.766946316,-0.99997288,-1.999104261,3.48170495,-0.923130751,-0.690473139,1
0.053283691,946.2805139,25.57234388,1100.892498,1.73E-05,1879.921966,0.278871307,-217.7385406,175.9390564,-33.0245018,44.37082291,-0.737518668,10.3210125,7.455435753,4.628109455,6.629606247,-3.559144735,0.277958155,-11.30753899,2.306894302,-0.648371577,-4.990317345,0.777800202,-1.215901732,2.088851213,-2.410045147,-1.16070652,1
0.052220206,932.3186412,25.5779877,1108.754216,1.70E-05,1858.742927,0.274585086,-220.5977173,184.6473389,-36.83244705,51.5316658,-4.808847904,13.35475636,3.827474117,3.212651014,3.861868858,-6.62267971,2.571637392,-9.893228531,6.467938423,1.522866726,-3.702082396,1.419331551,2.077747822,5.925266266,-0.362102598,1.641830444,1
0.056790851,978.6951615,25.85816894,1130.306028,1.81E-05,1938.279946,0.277357208,-225.0400543,180.2668762,-36.70218658,51.69731903,-7.071636677,13.79645157,2.21193099,1.301831007,1.912453294,-4.50417614,2.857139349,-11.54901886,6.604092121,-0.387093365,-4.686514378,0.500942886,1.075447559,6.233322144,1.677749634,3.746709347,1
0.033788155,772.5653325,23.84224142,1046.080915,1.80E-05,1542.34484,0.225637156,-244.9726868,180.8654022,-20.87240601,41.42198563,4.225556374,14.20909023,9.7617836,9.294314384,13.47135353,0.427687705,3.698399305,-8.070242882,2.181564808,-1.736086249,-5.303673744,1.147381783,-2.951070786,-0.449013054,-3.598110199,-0.124186486,1
0.046755764,909.4088012,24.10972141,1128.861941,2.73E-05,1842.218027,0.235827192,-208.8742676,184.2964935,-34.88388824,48.43004227,-3.245373726,15.94989109,5.92666769,7.899518967,9.356945992,-2.374322891,5.104510307,-9.196504593,4.983331203,-0.956592083,-4.935760498,-0.692764878,-2.312550306,-1.029317021,-6.282798767,0.016190615,1
